Cand_ID,ideology,Amt
N00003389,T5100,5000
N00003389,T6200,12500
N00003389,T7100,2500
N00003535,A1400,2500
N00003535,A1500,9000
N00003535,A1600,1000
N00003535,A2000,500
N00003535,A2300,1000
N00003535,A3000,2000
N00003535,A4000,5500
N00003535,A4100,9500
N00003535,A4300,2000
N00003535,A4500,1000
N00003535,A6000,4500
N00003535,A6500,2000
N00003535,B1000,9500
N00003535,B2000,5500
N00003535,B3000,7000
N00003535,B4000,9750
N00003535,B5100,1000
N00003535,B5300,2500
N00003535,B5400,5000
N00003535,C1100,3000
N00003535,C2000,3500
N00003535,C2100,7000
N00003535,C2400,2000
N00003535,C4100,6500
N00003535,C4300,1500
N00003535,C4500,20000
N00003535,C5000,1000
N00003535,C5110,8500
N00003535,C5120,4500
N00003535,C5200,2500
N00003535,C5400,4500
N00003535,C6000,5000
N00003535,C6200,6000
N00003535,C6400,5000
N00003535,D2000,13000
N00003535,D3000,11500
N00003535,E1140,6500
N00003535,E1160,2500
N00003535,E1220,4000
N00003535,E1300,3000
N00003535,E1320,1500
N00003535,E1500,10000
N00003535,E1600,7500
N00003535,E1620,1500
N00003535,E1700,4000
N00003535,F0000,1000
N00003535,F1000,5000
N00003535,F1100,37500
N00003535,F1200,1000
N00003535,F1300,5500
N00003535,F1400,34500
N00003535,F2000,8000
N00003535,F2100,42500
N00003535,F2110,6000
N00003535,F2200,6500
N00003535,F2300,2500
N00003535,F2400,6000
N00003535,F2500,0
N00003535,F2600,5000
N00003535,F2700,5000
N00003535,F3000,2000
N00003535,F3100,65000
N00003535,F3200,15500
N00003535,F3300,34000
N00003535,F3400,27500
N00003535,F4000,2000
N00003535,F4100,16000
N00003535,F4200,6500
N00003535,F4300,6000
N00003535,F4500,10000
N00003535,F4600,11000
N00003535,F4700,2000
N00003535,F5000,9000
N00003535,F5100,37000
N00003535,F5200,6000
N00003535,F5300,3500
N00003535,F5500,3500
N00003535,F7000,4000
N00003535,G1000,4000
N00003535,G2100,11000
N00003535,G2200,1000
N00003535,G2400,6500
N00003535,G2600,5000
N00003535,G2810,2500
N00003535,G2820,1000
N00003535,G2850,22500
N00003535,G4100,3750
N00003535,G4200,3750
N00003535,G4500,10000
N00003535,G4900,12000
N00003535,G5230,6500
N00003535,G5260,250
N00003535,G5270,2900
N00003535,G5300,4700
N00003535,G6400,11000
N00003535,G6500,2500
N00003535,H1100,17000
N00003535,H1110,6000
N00003535,H1120,14000
N00003535,H1130,74000
N00003535,H1500,2600
N00003535,H1700,18000
N00003535,H1710,9000
N00003535,H1750,7000
N00003535,H2100,28100
N00003535,H2200,16500
N00003535,H3000,1000
N00003535,H3200,9000
N00003535,H3400,1500
N00003535,H3700,5000
N00003535,H4100,2000
N00003535,H4300,15500
N00003535,H4400,7500
N00003535,H4500,2500
N00003535,H4600,1000
N00003535,J1100,89916
N00003535,J1200,12717
N00003535,J2100,393200
N00003535,J2300,19700
N00003535,J5100,14706
N00003535,J6100,5000
N00003535,J7120,7589
N00003535,J7150,20459
N00003535,J7200,3000
N00003535,J7300,5628
N00003535,J7600,4500
N00003535,J9000,12200
N00003535,JD100,3890
N00003535,JE300,31953
N00003535,K0000,2500
N00003535,K1000,52000
N00003535,K1100,10000
N00003535,K1200,9700
N00003535,K2000,5000
N00003535,L0000,5649
N00003535,L1100,23500
N00003535,L1200,10000
N00003535,L1300,18000
N00003535,L1400,15000
N00003535,L1500,21000
N00003535,LB100,47500
N00003535,LC100,12113
N00003535,LC150,10000
N00003535,LE100,7500
N00003535,LE200,5000
N00003535,LG000,10000
N00003535,LG100,18950
N00003535,LG300,12200
N00003535,LG400,7000
N00003535,LM100,22500
N00003535,LM150,2500
N00003535,LT000,11000
N00003535,LT100,34000
N00003535,LT400,8000
N00003535,LT500,7500
N00003535,LT600,10000
N00003535,M1000,2500
N00003535,M1500,4000
N00003535,M1700,1000
N00003535,M2000,2000
N00003535,M2100,15500
N00003535,M2200,3500
N00003535,M2300,10000
N00003535,M2400,500
N00003535,M3100,2000
N00003535,M4300,3000
N00003535,M6000,2500
N00003535,M7200,5000
N00003535,M8000,2000
N00003535,T1100,5000
N00003535,T1200,1000
N00003535,T3200,5750
N00003535,T5100,1000
N00003535,T6200,1000
N00003535,T7100,5500
N00003535,T8100,1000
N00003535,T9000,2500
N00003535,T9100,2500
N00003535,X4000,1000
N00003535,Z1200,18150
N00003535,Z5200,6750
N00003535,z9600,10170
N00003682,A4100,1000
N00003682,A5000,1000
N00003682,A5200,2000
N00003682,A6500,1000
N00003682,B1000,11000
N00003682,B3000,3000
N00003682,B3200,1000
N00003682,B3400,1000
N00003682,B4000,10000
N00003682,B4200,2000
N00003682,B5400,1000
N00003682,C2000,500
N00003682,C2100,1000
N00003682,C2200,2500
N00003682,C4100,2000
N00003682,C4300,6000
N00003682,C4500,2000
N00003682,C5130,3500
N00003682,C5400,3000
N00003682,C6400,3000
N00003682,D2000,2000
N00003682,D3000,8500
N00003682,D4000,1000
N00003682,E1110,2000
N00003682,E1120,1000
N00003682,E1140,3500
N00003682,E1150,5000
N00003682,E1160,4000
N00003682,E1170,1500
N00003682,E1220,3000
N00003682,E1300,1000
N00003682,E1320,1000
N00003682,E1600,10000
N00003682,E1620,13000
N00003682,E1630,6500
N00003682,E1700,10000
N00003682,E2000,2000
N00003682,F0000,1000
N00003682,F1000,2500
N00003682,F1100,11500
N00003682,F1200,1000
N00003682,F1300,1000
N00003682,F1420,1000
N00003682,F2000,2000
N00003682,F2100,14500
N00003682,F2300,7500
N00003682,F2500,0
N00003682,F3000,1000
N00003682,F3100,31000
N00003682,F3200,2000
N00003682,F3300,28500
N00003682,F3400,15500
N00003682,F4000,500
N00003682,F4200,1000
N00003682,F4300,5000
N00003682,F5000,1000
N00003682,F5100,4500
N00003682,F5300,4000
N00003682,F5500,4000
N00003682,G0000,5000
N00003682,G1000,4000
N00003682,G1200,250
N00003682,G2200,1000
N00003682,G2400,3000
N00003682,G2800,6000
N00003682,G2810,7000
N00003682,G2820,1000
N00003682,G2900,2000
N00003682,G3000,500
N00003682,G3500,1000
N00003682,G4000,3500
N00003682,G4500,2000
N00003682,G4900,2000
N00003682,G5240,1000
N00003682,G5250,-2500
N00003682,G5270,-3600
N00003682,G6400,2000
N00003682,H1100,1500
N00003682,H1110,1000
N00003682,H1130,5500
N00003682,H1700,1000
N00003682,H1710,3500
N00003682,H2100,4000
N00003682,H2200,1000
N00003682,H3000,1000
N00003682,H3100,5000
N00003682,H3200,7000
N00003682,H3400,1500
N00003682,H3700,2500
N00003682,H4000,2500
N00003682,H4100,3500
N00003682,H4300,43400
N00003682,H4400,11000
N00003682,H4500,3000
N00003682,H4600,1000
N00003682,J2200,10000
N00003682,J6100,861
N00003682,J6200,2000
N00003682,J7150,4962
N00003682,J9000,1000
N00003682,JH100,5000
N00003682,K1000,11750
N00003682,K1200,3000
N00003682,K2000,500
N00003682,LB100,5000
N00003682,LT100,6500
N00003682,M0000,2000
N00003682,M1000,11000
N00003682,M1300,2500
N00003682,M1700,2500
N00003682,M2000,2000
N00003682,M2100,7000
N00003682,M2300,6000
N00003682,M3200,2500
N00003682,M3300,5000
N00003682,M4200,2500
N00003682,M6000,1666
N00003682,M7200,2500
N00003682,M9000,2500
N00003682,T1100,5500
N00003682,T1400,2700
N00003682,T2200,2000
N00003682,T2300,-3000
N00003682,T5100,1000
N00003682,T7100,1000
N00003682,T8100,4000
N00003682,T9100,2500
N00003682,Z1100,1500
N00004118,A0000,4000
N00004118,A1100,7000
N00004118,A1200,39000
N00004118,A1300,0
N00004118,A1400,20319
N00004118,A1500,22000
N00004118,A1600,16500
N00004118,A2000,41700
N00004118,A2300,15000
N00004118,A3000,2000
N00004118,A3100,3500
N00004118,A4000,11000
N00004118,A4100,32000
N00004118,A4200,5000
N00004118,A4300,8000
N00004118,A4500,6000
N00004118,A5000,28200
N00004118,A5200,12000
N00004118,A6000,26000
N00004118,A6500,18884
N00004118,B1000,3500
N00004118,B3000,6000
N00004118,B4000,5500
N00004118,B5100,7500
N00004118,B5300,1000
N00004118,C1100,1000
N00004118,C2000,15000
N00004118,C2100,10000
N00004118,C2200,2500
N00004118,C2400,6000
N00004118,C4000,3000
N00004118,C4100,16000
N00004118,C4300,6000
N00004118,C4500,32000
N00004118,C5110,7000
N00004118,C5120,4500
N00004118,C5130,1000
N00004118,C5200,1200
N00004118,C5400,3000
N00004118,C6300,3500
N00004118,C6400,10000
N00004118,D2000,21500
N00004118,D3000,11500
N00004118,E1150,2500
N00004118,E1170,1000
N00004118,E1220,7000
N00004118,E1300,1000
N00004118,E1500,32000
N00004118,E1600,20500
N00004118,E1610,7500
N00004118,E1620,41500
N00004118,E1630,1000
N00004118,E1700,7000
N00004118,E2000,3000
N00004118,E5000,2500
N00004118,F1000,1000
N00004118,F1100,62000
N00004118,F1200,1000
N00004118,F1300,9000
N00004118,F1400,2000
N00004118,F2000,3500
N00004118,F2100,44000
N00004118,F2110,2500
N00004118,F2200,6500
N00004118,F2300,7000
N00004118,F2400,6000
N00004118,F2500,7500
N00004118,F2600,2500
N00004118,F2700,5000
N00004118,F3100,30000
N00004118,F3200,30500
N00004118,F3300,56500
N00004118,F3400,6500
N00004118,F4100,30000
N00004118,F4200,10000
N00004118,F4500,2500
N00004118,F4600,12000
N00004118,F4700,1000
N00004118,F5000,2500
N00004118,F5100,34500
N00004118,F5200,1000
N00004118,F5300,2500
N00004118,F5500,8500
N00004118,G1000,5000
N00004118,G1200,5000
N00004118,G2000,1000
N00004118,G2100,26000
N00004118,G2110,2500
N00004118,G2400,7000
N00004118,G2500,4000
N00004118,G2600,3500
N00004118,G2800,3000
N00004118,G2810,5000
N00004118,G2820,9000
N00004118,G2850,21500
N00004118,G2900,5500
N00004118,G2910,2500
N00004118,G3500,1000
N00004118,G4000,1000
N00004118,G4100,1000
N00004118,G4200,3000
N00004118,G4300,8500
N00004118,G4500,10000
N00004118,G4900,9000
N00004118,G5250,5000
N00004118,G5270,1000
N00004118,G5300,6000
N00004118,G5700,2500
N00004118,G6400,5000
N00004118,G6500,15000
N00004118,H0000,6000
N00004118,H1100,20000
N00004118,H1110,12500
N00004118,H1120,13000
N00004118,H1130,76500
N00004118,H1400,4500
N00004118,H1700,17000
N00004118,H1710,8000
N00004118,H1750,1000
N00004118,H2000,6000
N00004118,H2100,12500
N00004118,H2200,25500
N00004118,H3000,14000
N00004118,H3100,7800
N00004118,H3200,12000
N00004118,H3400,3500
N00004118,H3700,25500
N00004118,H3800,5000
N00004118,H4100,17250
N00004118,H4300,6500
N00004118,H4400,18000
N00004118,H4500,11000
N00004118,H4600,3000
N00004118,H6000,2000
N00004118,J1100,11834
N00004118,J1200,12515
N00004118,J2100,287900
N00004118,J2300,9250
N00004118,J2400,1000
N00004118,J3000,1000
N00004118,J5100,19600
N00004118,J6100,2500
N00004118,J7150,10000
N00004118,J7200,2000
N00004118,J7300,2188
N00004118,J7400,25789
N00004118,J7500,1000
N00004118,J7600,5500
N00004118,J7700,10000
N00004118,J9000,18700
N00004118,JE300,8543
N00004118,K0000,1000
N00004118,K1000,54000
N00004118,K1100,10000
N00004118,K1200,12400
N00004118,K2000,4550
N00004118,L0000,1000
N00004118,L1100,14500
N00004118,L1200,10000
N00004118,L1300,8000
N00004118,L1400,10000
N00004118,L1500,24500
N00004118,L5000,2500
N00004118,LB100,59000
N00004118,LC100,10000
N00004118,LC150,7500
N00004118,LE100,1500
N00004118,LE200,10000
N00004118,LG000,10000
N00004118,LG100,7500
N00004118,LM100,16000
N00004118,LT000,4500
N00004118,LT100,20000
N00004118,LT300,10000
N00004118,M0000,1500
N00004118,M1000,575200
N00004118,M1300,1700
N00004118,M1600,0
N00004118,M2100,7000
N00004118,M2300,15500
N00004118,M3200,1000
N00004118,M4300,7500
N00004118,M5000,2000
N00004118,M8000,2500
N00004118,T1100,5000
N00004118,T1200,1000
N00004118,T2100,8500
N00004118,T2200,2000
N00004118,T2500,1000
N00004118,T3100,3500
N00004118,T5100,17940
N00004118,T6200,1000
N00004118,T7100,4000
N00004118,T8100,3500
N00004118,T8300,5000
N00004118,T9000,2500
N00004118,T9300,5000
N00004118,X4000,3000
N00004118,X4100,5000
N00004118,Z1200,8589
N00004118,Z5100,1787
N00004118,Z5200,70763
N00004118,Z9600,2020
N00004367,A1400,10000
N00004367,A1500,6000
N00004367,A2000,12500
N00004367,A3100,1000
N00004367,A4000,5000
N00004367,A4100,1000
N00004367,A4500,2000
N00004367,A5000,7500
N00004367,A5200,8500
N00004367,A6000,6500
N00004367,B1000,9000
N00004367,B4000,9000
N00004367,B5100,2500
N00004367,C1100,2500
N00004367,C2000,1000
N00004367,C2100,4500
N00004367,C2200,3700
N00004367,C4000,500
N00004367,C4100,4000
N00004367,C4300,2000
N00004367,C4400,3500
N00004367,C4500,27000
N00004367,C4600,1000
N00004367,C5000,1000
N00004367,C5110,1000
N00004367,C5120,6000
N00004367,C5130,1000
N00004367,C6200,2000
N00004367,C6300,4000
N00004367,D2000,14000
N00004367,D3000,9500
N00004367,D4000,3000
N00004367,D5000,3000
N00004367,D8000,1000
N00004367,E1140,7000
N00004367,E1170,5600
N00004367,E1500,7500
N00004367,E1600,7750
N00004367,E1610,8500
N00004367,E1620,9000
N00004367,E1630,1000
N00004367,E5000,5000
N00004367,F1300,11500
N00004367,F1400,2000
N00004367,F1410,7500
N00004367,F2000,2500
N00004367,F3100,17500
N00004367,F3200,5500
N00004367,F3300,17900
N00004367,F3400,7000
N00004367,F5000,5000
N00004367,F5100,15500
N00004367,F5500,2000
N00004367,G1000,5000
N00004367,G2100,1000
N00004367,G2400,3000
N00004367,G2810,2000
N00004367,G2850,8000
N00004367,G4300,3500
N00004367,G4500,5000
N00004367,G5240,5000
N00004367,G6400,5000
N00004367,G6550,2500
N00004367,H1100,12500
N00004367,H1110,8000
N00004367,H1130,41000
N00004367,H1400,5000
N00004367,H1700,10800
N00004367,H1710,15000
N00004367,H1750,1000
N00004367,H2100,5500
N00004367,H2200,13500
N00004367,H3000,2000
N00004367,H3200,5000
N00004367,H3400,2000
N00004367,H3700,5500
N00004367,H3800,5000
N00004367,H4300,3500
N00004367,H4400,5500
N00004367,H4600,1000
N00004367,J1100,3238385
N00004367,J1200,1067517
N00004367,J2100,349700
N00004367,J2300,17462
N00004367,J5100,14706
N00004367,J6100,5000
N00004367,J7120,7577
N00004367,J7150,12499
N00004367,J7200,2000
N00004367,J7300,22086
N00004367,J7400,38592
N00004367,J7500,5000
N00004367,J7700,5000
N00004367,J9000,13700
N00004367,JE300,14117
N00004367,K0000,2500
N00004367,K1000,26400
N00004367,K1100,5000
N00004367,K1200,7000
N00004367,K2000,1000
N00004367,L0000,46245
N00004367,L1100,15000
N00004367,L1200,10000
N00004367,L1300,18000
N00004367,L1400,10000
N00004367,L1500,20000
N00004367,L5000,5000
N00004367,LB100,42000
N00004367,LC100,5000
N00004367,LC150,5000
N00004367,LE100,1000
N00004367,LG100,7500
N00004367,LG300,5000
N00004367,LM100,10000
N00004367,LT100,20500
N00004367,LT400,5000
N00004367,LT500,5005
N00004367,M0000,1000
N00004367,M1000,6000
N00004367,M1300,1700
N00004367,M1500,1000
N00004367,M2000,2000
N00004367,M2100,3000
N00004367,M2300,16200
N00004367,M3100,2000
N00004367,M3300,5000
N00004367,M7000,1000
N00004367,M7100,3000
N00004367,T1100,6000
N00004367,T1400,2000
N00004367,T2100,11000
N00004367,T2200,2000
N00004367,T2500,4500
N00004367,T3100,4500
N00004367,T3200,3000
N00004367,T4100,2000
N00004367,T4200,5000
N00004367,T5200,4000
N00004367,T6200,7000
N00004367,T7100,1500
N00004367,T8300,5000
N00004367,X4000,2000
N00004367,Z1200,9950
N00004367,z9600,19730
N00004572,A0000,2500
N00004572,A1200,4500
N00004572,A1500,4000
N00004572,A2000,1500
N00004572,A4000,2000
N00004572,A4100,8500
N00004572,A4300,1500
N00004572,A4500,4000
N00004572,A6000,6500
N00004572,B1000,2500
N00004572,B4000,2500
N00004572,B5100,11500
N00004572,C1100,3500
N00004572,C2000,1500
N00004572,C2100,9500
N00004572,C2400,2500
N00004572,C4000,1000
N00004572,C4100,15500
N00004572,C4300,7000
N00004572,C4400,1000
N00004572,C4500,7000
N00004572,C5000,2000
N00004572,C5100,2000
N00004572,C5110,3500
N00004572,C5120,2500
N00004572,C5130,1500
N00004572,C6000,4000
N00004572,C6200,2000
N00004572,C6300,2500
N00004572,C6500,2500
N00004572,D3000,1500
N00004572,D6000,2500
N00004572,E1110,2000
N00004572,E1140,4500
N00004572,E1150,-800
N00004572,E1190,2000
N00004572,E1300,2500
N00004572,E1500,18500
N00004572,E1600,6000
N00004572,E1620,14500
N00004572,E1630,1000
N00004572,F0000,2500
N00004572,F1000,1500
N00004572,F1100,15500
N00004572,F1420,2500
N00004572,F2000,1500
N00004572,F2100,10500
N00004572,F2300,2000
N00004572,F2500,2500
N00004572,F2600,2500
N00004572,F3000,1500
N00004572,F3100,12000
N00004572,F3200,2500
N00004572,F3300,10500
N00004572,F3400,2000
N00004572,F4200,2000
N00004572,F4600,2500
N00004572,F5000,2000
N00004572,F5100,2500
N00004572,F5200,2500
N00004572,F5500,1000
N00004572,G0000,2500
N00004572,G1000,2000
N00004572,G2100,2500
N00004572,G2500,5500
N00004572,G2810,1000
N00004572,G2900,7500
N00004572,G4300,1000
N00004572,G4500,1000
N00004572,G4900,2500
N00004572,G5210,2000
N00004572,G5220,2500
N00004572,G5270,1500
N00004572,G5280,2500
N00004572,G5300,2500
N00004572,G6400,5000
N00004572,G6500,1500
N00004572,H1100,2000
N00004572,H1110,1000
N00004572,H1120,2500
N00004572,H1130,25500
N00004572,H1700,1500
N00004572,H1710,5000
N00004572,H2100,1000
N00004572,H3000,2500
N00004572,H3200,3500
N00004572,H3700,2000
N00004572,H4100,6500
N00004572,H4300,7000
N00004572,H4400,6000
N00004572,H4500,1500
N00004572,J6100,861
N00004572,K1000,9000
N00004572,K1200,5000
N00004572,L1400,5000
N00004572,LT100,7000
N00004572,M1000,4500
N00004572,M1300,3500
N00004572,M1500,3500
N00004572,M2300,4000
N00004572,M5000,-1000
N00004572,M7100,500
N00004572,T1100,5000
N00004572,T1300,4000
N00004572,T1400,4500
N00004572,T1600,7000
N00004572,T1700,6000
N00004572,T2100,4000
N00004572,T2200,5500
N00004572,T2300,9995
N00004572,T3000,2500
N00004572,T5100,21500
N00004572,T6200,1500
N00004572,T6250,5000
N00004572,T7100,1000
N00004572,T8100,5000
N00004572,T9000,1500
N00004572,T9100,2500
N00004572,X4000,1000
N00004981,B4000,6000
N00004981,C2100,2500
N00004981,C5000,1000
N00004981,C5110,-2500
N00004981,C6400,2500
N00004981,D2000,10500
N00004981,D3000,9500
N00004981,D9000,1000
N00004981,E1220,1000
N00004981,E1500,500
N00004981,E1620,1000
N00004981,F1100,2500
N00004981,F1200,1000
N00004981,F1400,2000
N00004981,F2000,2500
N00004981,F2100,1000
N00004981,F2600,10000
N00004981,F3200,3500
N00004981,F3300,3000
N00004981,F3400,1000
N00004981,G2200,1000
N00004981,G2500,3000
N00004981,G4200,4500
N00004981,G4300,2500
N00004981,G7000,0
N00004981,H1130,2500
N00004981,H1710,3500
N00004981,H3200,1000
N00004981,H3700,1000
N00004981,H3900,1000
N00004981,H4100,3000
N00004981,H4300,1500
N00004981,H4500,1000
N00004981,J7600,1500
N00004981,JE300,250
N00004981,JH100,3500
N00004981,K0000,2500
N00004981,K1000,5500
N00004981,K2000,3000
N00004981,L1100,1000
N00004981,L1300,0
N00004981,L1500,2000
N00004981,L5000,5000
N00004981,LB100,12500
N00004981,LT000,3000
N00004981,LT100,4500
N00004981,M2100,1000
N00004981,M2200,1000
N00004981,M2300,2000
N00004981,M4200,5000
N00004981,T1100,1000
N00004981,T1200,1000
N00004981,T1300,2500
N00004981,T1700,1000
N00004981,T2200,0
N00004981,T3200,5000
N00004981,T7100,500
N00004981,T9000,0
N00004981,T9100,7500
N00004981,Z9600,12250
N00005282,A1100,1000
N00005282,A1500,3500
N00005282,A1600,8250
N00005282,A3000,2500
N00005282,A4000,-2000
N00005282,A4100,2500
N00005282,A4500,3500
N00005282,C2100,2000
N00005282,C4000,5500
N00005282,C4100,7000
N00005282,C4300,2000
N00005282,C4400,2500
N00005282,C4500,3000
N00005282,C5000,9500
N00005282,C5110,4000
N00005282,C5120,2700
N00005282,C5130,1000
N00005282,C6000,1000
N00005282,C6400,2000
N00005282,D2000,3000
N00005282,D3000,10500
N00005282,D6000,7000
N00005282,E1140,0
N00005282,E1160,1000
N00005282,E1170,2500
N00005282,E1320,5000
N00005282,E1500,500
N00005282,E5000,2500
N00005282,F1100,5000
N00005282,F2100,7000
N00005282,F2200,2000
N00005282,F2500,1000
N00005282,F3100,9500
N00005282,F3200,500
N00005282,F3400,1000
N00005282,F4200,1000
N00005282,F4600,1000
N00005282,F4700,-1000
N00005282,F5100,1000
N00005282,F5300,2500
N00005282,G2300,2500
N00005282,G2500,2500
N00005282,G2600,2500
N00005282,G2900,1000
N00005282,G4300,5000
N00005282,G5230,1000
N00005282,H1100,-1000
N00005282,H1500,2500
N00005282,H1700,2500
N00005282,H1710,1000
N00005282,H2100,500
N00005282,H3200,1000
N00005282,H4100,1000
N00005282,H4300,500
N00005282,H4500,-1500
N00005282,H4600,1000
N00005282,H5300,5000
N00005282,J2200,5000
N00005282,J5100,1500
N00005282,J6100,861
N00005282,K1000,5500
N00005282,K1200,1000
N00005282,L1500,1000
N00005282,LT100,8000
N00005282,M1000,9000
N00005282,M1500,1000
N00005282,M2400,1000
N00005282,T1100,1500
N00005282,T1200,2000
N00005282,T1400,0
N00005282,T1700,1000
N00005282,T2000,1000
N00005282,T5100,13500
N00005282,T5200,3000
N00005282,T6200,1000
N00005282,T7100,1500
N00005282,X4000,1000
N00005285,A0000,2000
N00005285,A1000,500
N00005285,A1100,9000
N00005285,A1200,14000
N00005285,A1400,5500
N00005285,A1500,8000
N00005285,A1600,12000
N00005285,A2000,6500
N00005285,A2300,11000
N00005285,A3000,8000
N00005285,A3100,6000
N00005285,A3200,1500
N00005285,A4000,11000
N00005285,A4100,6000
N00005285,A4300,6000
N00005285,A4500,4000
N00005285,A5000,4000
N00005285,A6000,8500
N00005285,A8000,1000
N00005285,B3400,5000
N00005285,C4100,10000
N00005285,C4300,1000
N00005285,C4400,2500
N00005285,C4500,1000
N00005285,C5130,2000
N00005285,C6400,2000
N00005285,D3000,0
N00005285,E1110,4000
N00005285,E1140,1000
N00005285,E1160,2500
N00005285,E1190,3000
N00005285,E1500,500
N00005285,E1600,1000
N00005285,E1610,2000
N00005285,E1620,3000
N00005285,E5000,3000
N00005285,F1000,3500
N00005285,F1100,9500
N00005285,F2100,7000
N00005285,F2200,3500
N00005285,F2300,3000
N00005285,F2700,3000
N00005285,F3100,7500
N00005285,F3200,12000
N00005285,F3300,9500
N00005285,F3400,2000
N00005285,F4200,500
N00005285,F5500,4000
N00005285,G2100,17500
N00005285,G2200,2000
N00005285,G2300,2500
N00005285,G2400,9000
N00005285,G2500,3000
N00005285,G2600,7500
N00005285,G2800,2500
N00005285,G2820,7500
N00005285,G2900,2500
N00005285,G3000,1000
N00005285,G5700,3500
N00005285,H1120,1000
N00005285,H1130,4500
N00005285,H1700,3500
N00005285,H3100,1000
N00005285,H3200,3500
N00005285,H3700,7500
N00005285,H3900,3000
N00005285,H4100,3500
N00005285,H4300,11500
N00005285,H4500,1000
N00005285,H4600,4500
N00005285,J2200,5000
N00005285,J6100,861
N00005285,K1000,6500
N00005285,K2000,500
N00005285,LT100,1000
N00005285,M2300,3000
N00005285,T1100,2500
N00005285,T1200,2000
N00005285,T1600,1000
N00005285,T7100,1500
N00005285,X4000,1000
N00005285,Z4100,-654
N00005285,Z9600,-2000
N00005582,A1100,3000
N00005582,A3000,1000
N00005582,A4100,1000
N00005582,A5000,2500
N00005582,A5200,3500
N00005582,B1000,5000
N00005582,B4000,4500
N00005582,B5100,5500
N00005582,C2100,2000
N00005582,C4000,1000
N00005582,C4100,6000
N00005582,C4300,6500
N00005582,C4500,6000
N00005582,C5000,1000
N00005582,C5130,2000
N00005582,C6300,1000
N00005582,C6400,1000
N00005582,D2000,17500
N00005582,D3000,25000
N00005582,D5000,5000
N00005582,D6000,2000
N00005582,D9000,11000
N00005582,E1000,2500
N00005582,E1110,3000
N00005582,E1120,2500
N00005582,E1140,9000
N00005582,E1150,6189
N00005582,E1160,5000
N00005582,E1170,1000
N00005582,E1210,2500
N00005582,E1600,3000
N00005582,E1620,9500
N00005582,E1630,3500
N00005582,E1700,2000
N00005582,E3000,2500
N00005582,E4200,4500
N00005582,E5000,2500
N00005582,F1100,500
N00005582,F2600,2500
N00005582,F3100,5500
N00005582,F3300,1000
N00005582,F3400,2500
N00005582,F4600,1000
N00005582,F5100,3500
N00005582,H1120,2500
N00005582,H3700,2000
N00005582,H4300,1000
N00005582,J1100,1000
N00005582,J2300,1000
N00005582,J5100,1000
N00005582,J6100,851
N00005582,J9000,1000
N00005582,JE300,5000
N00005582,K1000,10000
N00005582,L1100,2500
N00005582,LT100,7000
N00005582,M1000,12500
N00005582,M1500,1500
N00005582,M5300,2451
N00005582,M9000,1000
N00005582,T1100,5000
N00005582,T1200,2000
N00005582,T1300,8500
N00005582,T1400,10000
N00005582,T1600,6000
N00005582,T1700,2500
N00005582,T2100,4500
N00005582,T2200,2500
N00005582,T2310,2000
N00005582,T2500,8000
N00005582,T3000,1000
N00005582,T3200,4000
N00005582,T4100,2500
N00005582,T5100,1000
N00005582,T5200,1000
N00005582,T7100,2500
N00005582,T8300,5000
N00005582,Z9600,4000
N00006236,A0000,5500
N00006236,A1100,1000
N00006236,A1200,25500
N00006236,A1300,3000
N00006236,A1400,15000
N00006236,A2000,10000
N00006236,A4000,7000
N00006236,A4100,10000
N00006236,A5000,16000
N00006236,A5200,11000
N00006236,A6000,3500
N00006236,B0500,5000
N00006236,B1000,23500
N00006236,B2000,6000
N00006236,B3000,1000
N00006236,B3200,5000
N00006236,B4000,44000
N00006236,B5000,1000
N00006236,B5100,42000
N00006236,B5300,1500
N00006236,B5400,1000
N00006236,C1100,1000
N00006236,C2100,8000
N00006236,C2200,2500
N00006236,C4000,1500
N00006236,C4100,23500
N00006236,C4300,8000
N00006236,C4400,5000
N00006236,C4500,17000
N00006236,C5000,3000
N00006236,C5120,7000
N00006236,C5130,9000
N00006236,C5400,5000
N00006236,C6200,3000
N00006236,C6300,10000
N00006236,C6400,10000
N00006236,D2000,25500
N00006236,D3000,15000
N00006236,D5000,5000
N00006236,D6000,1500
N00006236,E1000,3500
N00006236,E1100,20000
N00006236,E1110,38500
N00006236,E1120,62000
N00006236,E1140,30000
N00006236,E1150,17400
N00006236,E1160,41000
N00006236,E1170,22500
N00006236,E1190,1500
N00006236,E1200,3000
N00006236,E1210,21000
N00006236,E1220,7500
N00006236,E1230,6500
N00006236,E1240,6000
N00006236,E1300,9500
N00006236,E1320,11000
N00006236,E1500,3000
N00006236,E1600,43500
N00006236,E1610,6000
N00006236,E1620,48000
N00006236,E1630,4500
N00006236,E1700,7500
N00006236,E3000,2500
N00006236,E4200,6000
N00006236,E5000,28500
N00006236,F1000,2500
N00006236,F1100,35500
N00006236,F1400,7000
N00006236,F1420,0
N00006236,F2000,7000
N00006236,F2100,44000
N00006236,F2110,4500
N00006236,F2200,8000
N00006236,F2300,6000
N00006236,F2600,2500
N00006236,F3100,47000
N00006236,F3200,21000
N00006236,F3300,32500
N00006236,F3400,16500
N00006236,F4100,23000
N00006236,F4200,5000
N00006236,F4300,2000
N00006236,F4500,10000
N00006236,F4600,10000
N00006236,F5100,32500
N00006236,G1000,9000
N00006236,G1200,4000
N00006236,G2400,2000
N00006236,G2600,2000
