Cand_ID,ideology,Amt
N00006236,G2810,9500
N00006236,G2850,20000
N00006236,G2900,19500
N00006236,G3000,5000
N00006236,G3500,1000
N00006236,G4000,2000
N00006236,G4200,2000
N00006236,G4300,13500
N00006236,G4500,7000
N00006236,G4900,13000
N00006236,G5230,7500
N00006236,G5300,2500
N00006236,G5500,5000
N00006236,G5700,1000
N00006236,G6400,10000
N00006236,H1100,24500
N00006236,H1110,1000
N00006236,H1120,7500
N00006236,H1130,79000
N00006236,H1400,17500
N00006236,H1700,2000
N00006236,H1710,5500
N00006236,H1750,8000
N00006236,H2000,1000
N00006236,H2100,54700
N00006236,H2200,13500
N00006236,H3000,10500
N00006236,H3200,15500
N00006236,H3400,2500
N00006236,H3700,10000
N00006236,H3800,5000
N00006236,H3900,5000
N00006236,H4000,2500
N00006236,H4100,10500
N00006236,H4300,68000
N00006236,H4400,17500
N00006236,H4500,18000
N00006236,H4600,5000
N00006236,H5300,3500
N00006236,H6000,2500
N00006236,J1100,10000
N00006236,J2200,259900
N00006236,J2400,5000
N00006236,J5100,21200
N00006236,J5200,10000
N00006236,J6100,861
N00006236,J6200,9000
N00006236,J9000,1000
N00006236,K1000,72450
N00006236,K1200,8050
N00006236,K2000,3500
N00006236,L1100,2000
N00006236,LT100,3000
N00006236,M1000,227704
N00006236,M1100,3000
N00006236,M1300,7200
N00006236,M1500,12500
N00006236,M1600,2500
N00006236,M1700,2500
N00006236,M2100,4000
N00006236,M2300,7000
N00006236,M3200,2500
N00006236,M4300,1000
N00006236,M7100,1000
N00006236,T1100,8000
N00006236,T1200,1000
N00006236,T1500,1000
N00006236,T1700,1000
N00006236,T2100,18500
N00006236,T2200,10000
N00006236,T2300,1000
N00006236,T2310,10000
N00006236,T2500,4000
N00006236,T3100,19500
N00006236,T4100,1000
N00006236,T5100,33000
N00006236,T5200,2000
N00006236,T6200,17000
N00006236,T7000,5000
N00006236,T7100,6970
N00006236,T8100,3000
N00006236,T8300,5000
N00006236,T9000,3500
N00006236,T9100,20000
N00006236,T9300,5000
N00006236,Z1100,2631
N00006236,Z9600,5500
N00006249,A4500,1000
N00006249,A6000,2500
N00006249,C4000,1000
N00006249,C4100,2000
N00006249,C4300,1000
N00006249,C6200,1000
N00006249,C6400,2000
N00006249,D2000,5000
N00006249,E1110,4000
N00006249,E1140,1000
N00006249,F3100,1000
N00006249,F3200,2500
N00006249,F3300,7000
N00006249,F5300,-5000
N00006249,G0000,1000
N00006249,G2900,2500
N00006249,G4200,2500
N00006249,G4300,1000
N00006249,H1700,2500
N00006249,H1710,2500
N00006249,H4100,1000
N00006249,H4300,13000
N00006249,H4500,6000
N00006249,H4600,2000
N00006249,J6100,861
N00006249,K1000,1000
N00006249,M1000,4500
N00006249,M1300,2000
N00006249,M2300,2000
N00006249,M3200,2500
N00006249,T2200,1000
N00006249,T8100,1000
N00006267,A4000,3000
N00006267,A4100,1500
N00006267,A4200,2500
N00006267,A4500,3500
N00006267,A5000,3000
N00006267,A6000,2500
N00006267,B1000,9000
N00006267,B2000,8000
N00006267,B3000,2500
N00006267,B3400,2500
N00006267,B4000,12500
N00006267,B5100,2500
N00006267,B6000,100
N00006267,C4100,3000
N00006267,C4300,5000
N00006267,C4500,2000
N00006267,C5000,5000
N00006267,C5100,2500
N00006267,C5130,1500
N00006267,C5200,200
N00006267,C6000,6700
N00006267,C6400,5000
N00006267,D2000,2000
N00006267,D3000,2500
N00006267,D4000,1000
N00006267,D6000,1500
N00006267,E1140,2000
N00006267,E1160,5000
N00006267,E1200,1500
N00006267,E1220,2500
N00006267,E1300,4000
N00006267,E1600,3500
N00006267,E1620,2000
N00006267,E5000,3000
N00006267,F0000,7000
N00006267,F1000,14500
N00006267,F1100,74500
N00006267,F1200,1000
N00006267,F1300,19000
N00006267,F1400,20000
N00006267,F1420,15200
N00006267,F2000,6500
N00006267,F2100,80500
N00006267,F2110,12500
N00006267,F2200,9500
N00006267,F2300,2000
N00006267,F2400,5000
N00006267,F2500,5000
N00006267,F2600,2500
N00006267,F3000,1000
N00006267,F3100,61500
N00006267,F3200,12500
N00006267,F3300,47000
N00006267,F3400,27500
N00006267,F4000,2000
N00006267,F4100,10000
N00006267,F4200,2000
N00006267,F4300,17500
N00006267,F4600,14000
N00006267,F4700,3500
N00006267,F5000,10000
N00006267,F5100,5000
N00006267,F5200,8500
N00006267,F5300,4000
N00006267,F5500,1000
N00006267,F7000,2000
N00006267,G0000,2000
N00006267,G1000,1000
N00006267,G2400,4500
N00006267,G2810,2000
N00006267,G2820,1148
N00006267,G2900,2500
N00006267,G3000,500
N00006267,G4900,1000
N00006267,G5240,1000
N00006267,G5270,1000
N00006267,G5300,2500
N00006267,G7000,5000
N00006267,H1110,1000
N00006267,H1120,2000
N00006267,H1130,6000
N00006267,H1710,8000
N00006267,H2100,1000
N00006267,H2200,6500
N00006267,H3100,1000
N00006267,H3200,11000
N00006267,H3700,2500
N00006267,H3900,5000
N00006267,H4000,2500
N00006267,H4100,1000
N00006267,H4300,63500
N00006267,H4400,3500
N00006267,H4500,3500
N00006267,J2400,1500
N00006267,J6100,861
N00006267,J6200,2000
N00006267,K1000,12150
N00006267,K1200,6000
N00006267,K2000,1000
N00006267,L1100,1000
N00006267,LT100,2500
N00006267,M1000,6000
N00006267,M1300,2000
N00006267,M2000,1500
N00006267,M2300,7000
N00006267,M3200,1000
N00006267,M4300,2000
N00006267,M5300,-918
N00006267,T1100,2500
N00006267,T2300,7495
N00006267,T5100,10250
N00006267,T7100,1500
N00006267,T9100,6500
N00006267,Z1100,1000
N00006561,A1100,1000
N00006561,C2100,6500
N00006561,C2200,2000
N00006561,C4000,1500
N00006561,C4100,2000
N00006561,C4300,500
N00006561,C5200,2500
N00006561,C6300,1000
N00006561,E1110,2000
N00006561,E1160,2500
N00006561,E1620,3000
N00006561,E5000,1000
N00006561,F1410,500
N00006561,F2100,2000
N00006561,F4200,1000
N00006561,G4300,5000
N00006561,H1130,2500
N00006561,J9000,2500
N00006561,K1200,1000
N00006561,L1500,1500
N00006561,LB100,5000
N00006561,LT100,1500
N00006561,M1000,5000
N00006561,T5100,10000
N00006561,z9600,125
N00007364,A1000,7200
N00007364,A1100,2000
N00007364,A1400,32950
N00007364,A1600,12700
N00007364,A2000,9500
N00007364,A2300,11200
N00007364,A4000,22400
N00007364,A4100,500
N00007364,A4500,2000
N00007364,A6000,3500
N00007364,A6500,5000
N00007364,A8000,2000
N00007364,B1000,2000
N00007364,B3400,5000
N00007364,B4000,24000
N00007364,B5100,3200
N00007364,C1100,3000
N00007364,C2000,500
N00007364,C2100,6500
N00007364,C2200,3750
N00007364,C2400,3000
N00007364,C2600,9500
N00007364,C2700,1000
N00007364,C4000,1000
N00007364,C4100,13000
N00007364,C4300,4000
N00007364,C4400,5000
N00007364,C4500,24500
N00007364,C5000,9000
N00007364,C5100,3000
N00007364,C5110,14500
N00007364,C5120,8500
N00007364,C5200,2500
N00007364,C6200,7500
N00007364,C6300,3500
N00007364,C6400,9000
N00007364,D2000,29000
N00007364,D3000,19500
N00007364,D5000,6000
N00007364,D6000,2000
N00007364,D9000,1000
N00007364,E1160,5000
N00007364,E1170,1000
N00007364,E1300,4000
N00007364,E1320,4500
N00007364,E1600,9700
N00007364,E1620,16000
N00007364,E1630,2500
N00007364,E4200,1000
N00007364,E5000,2700
N00007364,F1000,5000
N00007364,F1100,13500
N00007364,F1300,11500
N00007364,F1400,9000
N00007364,F2000,2500
N00007364,F2100,1000
N00007364,F2110,2500
N00007364,F2300,5500
N00007364,F2600,4500
N00007364,F3100,5000
N00007364,F3200,7500
N00007364,F3300,5500
N00007364,F4100,12900
N00007364,F4200,5000
N00007364,F4500,3500
N00007364,F4600,1000
N00007364,F5100,37500
N00007364,G1000,1000
N00007364,G2200,2000
N00007364,G2400,2500
N00007364,G2500,5000
N00007364,G2800,10000
N00007364,G2820,7000
N00007364,G2850,6500
N00007364,G2900,7500
N00007364,G4000,4000
N00007364,G4100,5000
N00007364,G4300,10000
N00007364,G4500,9000
N00007364,G4900,1000
N00007364,G5270,1000
N00007364,G5400,2700
N00007364,G6400,6000
N00007364,G6500,4500
N00007364,H1100,13500
N00007364,H1120,3000
N00007364,H1130,25800
N00007364,H1400,10000
N00007364,H1700,2000
N00007364,H2100,10700
N00007364,H2200,4500
N00007364,H3700,6500
N00007364,H4000,9000
N00007364,H4100,1000
N00007364,H4300,19500
N00007364,H4400,14000
N00007364,H4500,4000
N00007364,H4600,4000
N00007364,J1200,19185
N00007364,J2100,192700
N00007364,J2300,5000
N00007364,J5100,2000
N00007364,J6100,3500
N00007364,J7150,10000
N00007364,J7200,1000
N00007364,J7400,25199
N00007364,J7600,5000
N00007364,J9000,25000
N00007364,JE300,2000
N00007364,K0000,5000
N00007364,K1000,36250
N00007364,K1100,9000
N00007364,K1200,17000
N00007364,K2000,2000
N00007364,L1100,7500
N00007364,L1200,4000
N00007364,L1400,10000
N00007364,L1500,7500
N00007364,LB100,12000
N00007364,LG100,5000
N00007364,LG400,7500
N00007364,LT000,4000
N00007364,LT100,5000
N00007364,LT300,5000
N00007364,M0000,2500
N00007364,M1000,9500
N00007364,M1500,1000
N00007364,M2200,1000
N00007364,M2300,8500
N00007364,M3300,12500
N00007364,T1100,4500
N00007364,T1200,1000
N00007364,T1700,5000
N00007364,T2100,1000
N00007364,T4100,1000
N00007364,T5100,3500
N00007364,T5300,1000
N00007364,T6100,500
N00007364,T6200,500
N00007364,T7100,7500
N00007364,T9000,2500
N00007364,T9100,25000
N00007364,T9300,5000
N00007364,Z1200,4250
N00007724,A2000,1000
N00007724,A4500,2000
N00007724,A5000,1000
N00007724,B1000,1000
N00007724,B3000,2000
N00007724,B4000,4000
N00007724,C2100,2500
N00007724,C4100,1000
N00007724,C4300,1000
N00007724,C4500,2500
N00007724,C5120,1000
N00007724,C5130,1000
N00007724,C5200,2500
N00007724,C6000,5100
N00007724,C6300,2000
N00007724,D2000,1000
N00007724,E1160,1000
N00007724,E1220,3500
N00007724,E1500,500
N00007724,E1600,1000
N00007724,E1620,1000
N00007724,E1630,2000
N00007724,E1700,4500
N00007724,E2000,3000
N00007724,F1300,3000
N00007724,F1400,2000
N00007724,F2000,1000
N00007724,F2100,9000
N00007724,F2300,1000
N00007724,F2500,2000
N00007724,F3000,1000
N00007724,F3100,8000
N00007724,F3200,2000
N00007724,F3300,16000
N00007724,F3400,3000
N00007724,F4100,1000
N00007724,F5500,3000
N00007724,G1000,3000
N00007724,G2600,1500
N00007724,G2810,1000
N00007724,G2820,7500
N00007724,G2900,9500
N00007724,G4200,1000
N00007724,G4300,5000
N00007724,G4500,1000
N00007724,G6500,10000
N00007724,H0000,1000
N00007724,H1100,1000
N00007724,H1110,6000
N00007724,H1120,2500
N00007724,H1130,5500
N00007724,H1700,1000
N00007724,H2100,5000
N00007724,H2200,2000
N00007724,H3000,1000
N00007724,H3100,5000
N00007724,H3200,9000
N00007724,H3900,5000
N00007724,H4100,15150
N00007724,H4300,43500
N00007724,H4500,4500
N00007724,J9000,1000
N00007724,K1000,6500
N00007724,K1100,2000
N00007724,LT400,1500
N00007724,M1300,1000
N00007724,M2200,-2500
N00007724,M2300,8000
N00007724,M7100,500
N00007724,T1400,1000
N00007724,T1600,1000
N00007724,T2100,1000
N00007724,T2200,1000
N00007724,T5100,5410
N00007724,T6250,2500
N00007724,T7100,2000
N00007724,T9000,1500
N00007724,T9100,5000
N00007836,A1200,5000
N00007836,A2000,0
N00007836,B5100,-1000
N00007836,D5000,1000
N00007836,E1220,-1000
N00007836,F2600,0
N00007836,F3400,0
N00007836,F4100,347
N00007836,F4200,0
N00007836,F5100,-1000
N00007836,F5500,1000
N00007836,G4300,2500
N00007836,G4500,0
N00007836,H1100,0
N00007836,H1120,2500
N00007836,H1710,0
N00007836,J5100,3500
N00007836,J7400,-244
N00007836,JE300,10
N00007836,K1200,-250
N00007836,L1100,1000
N00007836,L1400,10000
N00007836,LB100,0
N00007836,LC150,0
N00007836,LG300,10000
N00007836,LM100,5000
N00007836,LT000,0
N00007836,LT100,5000
N00007836,LT300,0
N00007836,LT500,1000
N00007836,LT600,0
N00007836,T1100,0
N00007836,T1700,1000
N00007836,T2100,0
N00007836,T9000,0
N00007836,Z1200,20250
N00007836,Z5200,1000
N00007836,Z9600,13000
N00007876,A1400,5000
N00007876,A4500,1000
N00007876,B3000,1000
N00007876,C1100,1000
N00007876,C4100,2000
N00007876,C5120,2000
N00007876,C6300,2000
N00007876,E1300,1000
N00007876,E1500,500
N00007876,E1620,6500
N00007876,E5000,1000
N00007876,F1300,2000
N00007876,F2000,2500
N00007876,F2100,5000
N00007876,F2110,1000
N00007876,F2200,2000
N00007876,F2600,1000
N00007876,F3100,8000
N00007876,F3200,24000
N00007876,F3300,13000
N00007876,G4000,1000
N00007876,G4200,2500
N00007876,G4900,2500
N00007876,H1100,3500
N00007876,H1110,2500
N00007876,H1120,1000
N00007876,H1130,18500
N00007876,H1400,0
N00007876,H1710,4000
N00007876,H2100,1500
N00007876,H3000,2000
N00007876,H3200,5000
N00007876,H3700,6500
N00007876,H4100,14150
N00007876,H4300,49000
N00007876,H4400,10000
N00007876,H4500,7500
N00007876,H4600,2000
N00007876,H5300,1000
N00007876,JE300,900
N00007876,K1000,3500
N00007876,K1100,1000
N00007876,K1200,7100
N00007876,K2000,1000
N00007876,L0000,4500
N00007876,L1100,1000
N00007876,L1400,5000
N00007876,LB100,18500
N00007876,LM150,1500
N00007876,LT100,1500
N00007876,LT300,5000
N00007876,LT500,1510
N00007876,LT600,1500
N00007876,M3300,6000
N00007876,T1100,2500
N00007876,T5100,6000
N00007876,T6100,3000
N00007876,T6200,-2500
N00007876,T7100,1000
N00007876,X4000,3000
N00007876,Z1200,750
N00007876,Z9600,9200
N00009573,A1300,5000
N00009573,A2000,5000
N00009573,A3000,1000
N00009573,B0500,5000
N00009573,B1000,5000
N00009573,B2000,5400
N00009573,B3000,-5000
N00009573,B3200,1000
N00009573,B4000,-2000
N00009573,B4300,1000
N00009573,B5100,1500
N00009573,C2000,9500
N00009573,C2100,2500
N00009573,C2400,3000
N00009573,C4000,3000
N00009573,C4100,19500
N00009573,C4300,4500
N00009573,C4500,8000
N00009573,C4600,1000
N00009573,C5000,-250
N00009573,C5100,2000
N00009573,C5110,2000
N00009573,C5120,3500
N00009573,C5130,7000
N00009573,C5200,1000
N00009573,C6000,1500
N00009573,C6200,-2500
N00009573,C6300,1500
N00009573,D2000,8500
N00009573,D3000,10500
N00009573,E1000,5000
N00009573,E1100,7000
N00009573,E1110,18500
N00009573,E1120,13700
N00009573,E1140,7500
N00009573,E1150,5000
N00009573,E1160,14000
N00009573,E1200,2500
N00009573,E1220,15500
N00009573,E1240,7700
N00009573,E1300,5000
N00009573,E1600,11250
N00009573,E1610,1500
N00009573,E1620,25400
N00009573,E1700,3000
N00009573,E3000,2000
N00009573,E5000,11000
N00009573,F1000,6500
N00009573,F1100,31000
N00009573,F1200,1000
N00009573,F1400,11500
N00009573,F1420,2500
N00009573,F2100,3700
N00009573,F2110,1000
N00009573,F2300,4000
N00009573,F2400,2500
N00009573,F2500,5000
N00009573,F2600,2500
N00009573,F3100,8000
N00009573,F3200,9500
N00009573,F3300,7000
N00009573,F3400,3500
N00009573,F4100,7000
N00009573,F4200,1000
N00009573,F4500,3500
N00009573,F4600,3500
N00009573,F5100,29000
N00009573,F5200,1000
N00009573,F5500,1000
N00009573,G1000,1500
N00009573,G1100,5000
N00009573,G1200,2500
N00009573,G2200,1000
N00009573,G2500,1500
N00009573,G2600,2000
N00009573,G2810,2500
N00009573,G2850,8500
N00009573,G2900,16500
N00009573,G2910,5000
N00009573,G3000,5000
N00009573,G4000,2250
N00009573,G4200,1000
N00009573,G4300,11000
N00009573,G4500,0
N00009573,G4900,6000
N00009573,G5300,3500
N00009573,G5500,5000
N00009573,G6100,1000
N00009573,G6400,5000
N00009573,G7000,5000
N00009573,H1100,5000
N00009573,H1110,1500
N00009573,H1120,3000
N00009573,H1400,5000
N00009573,H1700,-3000
N00009573,H1710,3500
N00009573,H1750,0
N00009573,H2100,13000
N00009573,H2200,5500
N00009573,H3700,5500
N00009573,H4100,-2000
N00009573,H4300,8500
N00009573,H4400,7000
N00009573,H4600,1000
N00009573,H5300,6500
N00009573,J1100,10000
N00009573,J2200,155819
N00009573,J2400,2500
N00009573,J5000,1900
N00009573,J5100,10000
N00009573,J6100,861
N00009573,J7500,1000
N00009573,J7600,1000
N00009573,JW100,1000
N00009573,K1000,37575
N00009573,K1200,10500
N00009573,K2000,2000
N00009573,L1100,1000
N00009573,M1000,8000
N00009573,M2300,7500
N00009573,M3200,1000
N00009573,M3300,1000
N00009573,T1100,-500
N00009573,T1200,2000
N00009573,T2100,2500
N00009573,T2300,0
N00009573,T2310,9000
N00009573,T3100,3500
N00009573,T3200,1000
N00009573,T5100,8500
N00009573,T5200,1000
N00009573,T6250,2000
N00009573,T7100,2500
N00009573,T9000,5000
N00009573,T9100,22500
N00009573,T9400,1000
N00009573,Z5100,47400
N00009573,Z9600,10000
N00009771,A5000,1500
N00009771,A5200,5500
N00009771,B2000,1000
N00009771,B3000,2000
N00009771,B4000,1000
N00009771,B5100,25500
N00009771,B5400,1000
N00009771,C2100,3000
N00009771,C4000,3500
N00009771,C4100,10000
N00009771,C4300,8500
N00009771,C4400,3500
N00009771,C4500,5000
N00009771,C4600,3500
N00009771,C5110,1000
N00009771,C5130,2000
N00009771,C6200,1000
N00009771,C6300,1000
N00009771,C6400,3500
N00009771,D2000,6500
N00009771,D3000,0
N00009771,D5000,3000
N00009771,D6000,3000
N00009771,D8000,2500
N00009771,D9000,3500
N00009771,E1110,2000
N00009771,E1140,2000
N00009771,E1210,3500
N00009771,E1220,1000
N00009771,E1300,1000
N00009771,E1600,3500
N00009771,E5000,4000
N00009771,F0000,1500
N00009771,F1000,2500
N00009771,F1100,20500
N00009771,F1300,1000
N00009771,F1400,4000
N00009771,F1420,0
N00009771,F2000,2500
N00009771,F2100,8000
N00009771,F2300,4500
N00009771,F2400,1000
N00009771,F3200,6000
N00009771,F3300,9500
N00009771,F3400,1500
N00009771,F4300,2500
N00009771,F5100,4000
N00009771,F5200,3500
N00009771,G1000,1000
N00009771,G2200,2000
N00009771,G2400,3500
N00009771,G2600,0
N00009771,G4500,2000
N00009771,G4900,10000
N00009771,G5230,1000
N00009771,H1100,1000
N00009771,H1120,1500
N00009771,H1130,2000
N00009771,H1700,2000
N00009771,H1710,3500
N00009771,H1750,2500
N00009771,H2100,5000
N00009771,H2200,1500
N00009771,H3000,1500
N00009771,H3100,1000
N00009771,H3300,2000
N00009771,H4100,1000
N00009771,H4300,5000
N00009771,H4400,5000
N00009771,J2200,1000
N00009771,J6100,861
N00009771,J9000,2500
N00009771,K0000,6000
N00009771,K1000,8500
N00009771,K1200,2000
N00009771,L1400,2000
N00009771,LB100,-1000
N00009771,LE100,3000
N00009771,LT000,2500
N00009771,LT100,7500
N00009771,LT400,2500
N00009771,M1000,7000
N00009771,M1100,2000
N00009771,M1300,3000
N00009771,M2200,4500
N00009771,M3200,2500
N00009771,M4300,1000
N00009771,M9000,1000
N00009771,T1100,7000
N00009771,T1400,3500
N00009771,T1600,1000
N00009771,T1700,2500
N00009771,T2100,2500
N00009771,T2200,2000
N00009771,T3000,1000
N00009771,T3100,5000
N00009771,T4100,1000
N00009771,T5100,6000
N00009771,T5200,1000
N00009771,T7100,0
N00009771,T9000,2500
N00009771,X4000,1000
N00009869,A1100,-2500
N00009869,A1200,-2000
N00009869,A1300,3000
N00009869,A1500,1000
N00009869,A1600,-1000
N00009869,A2000,1000
N00009869,A4000,1000
N00009869,A4100,5000
N00009869,A5000,5000
N00009869,A5200,3500
N00009869,A6000,4000
N00009869,B1000,13500
N00009869,B3400,3000
N00009869,B4000,18500
N00009869,B4200,2500
N00009869,B5100,15500
N00009869,B6000,6000
N00009869,C1100,4500
N00009869,C2000,11500
N00009869,C2100,20500
N00009869,C2200,7500
N00009869,C2400,10000
N00009869,C2600,11500
N00009869,C4100,-4000
N00009869,C4300,4500
N00009869,C4500,15000
N00009869,C5000,11500
N00009869,C5100,4500
N00009869,C5110,8500
N00009869,C5120,4700
N00009869,C5130,3500
N00009869,C6000,2500
N00009869,C6200,8000
N00009869,C6400,10400
N00009869,C6500,2500
N00009869,D2000,20500
N00009869,D3000,-1875
N00009869,D6000,1000
N00009869,E1100,7500
N00009869,E1110,28000
N00009869,E1120,14500
N00009869,E1140,5000
N00009869,E1150,10000
N00009869,E1160,11500
N00009869,E1170,3500
N00009869,E1200,2500
N00009869,E1210,1000
N00009869,E1300,4500
N00009869,E1320,4500
N00009869,E1600,15000
N00009869,E1610,1500
N00009869,E1620,20500
N00009869,E1630,5500
N00009869,E3000,2500
N00009869,E5000,1000
N00009869,F0000,500
N00009869,F1000,2500
N00009869,F1100,33000
N00009869,F1300,2500
N00009869,F1400,12500
N00009869,F2000,-500
N00009869,F2100,22500
N00009869,F2110,1000
N00009869,F2200,2500
N00009869,F2300,5500
N00009869,F2500,5000
N00009869,F2600,2500
N00009869,F3000,5000
N00009869,F3100,33200
N00009869,F3200,12700
N00009869,F3300,32000
N00009869,F3400,24500
N00009869,F4100,7500
N00009869,F4200,5000
N00009869,F4300,6000
N00009869,F4500,5000
N00009869,F4600,5000
N00009869,F4700,5000
N00009869,F5000,12500
N00009869,F5100,29650
N00009869,F5300,-10000
N00009869,G0000,8000
N00009869,G1000,1000
N00009869,G1100,2500
N00009869,G1200,3500
N00009869,G2100,2500
N00009869,G2300,6500
N00009869,G2400,2500
N00009869,G2600,1000
N00009869,G2810,6000
N00009869,G2820,1000
N00009869,G2850,5000
N00009869,G2860,1000
N00009869,G2900,25200
N00009869,G3000,2500
N00009869,G4000,7500
N00009869,G4100,5000
N00009869,G4200,3500
N00009869,G4300,12500
N00009869,G4500,6000
N00009869,G4600,5000
N00009869,G4800,2000
N00009869,G4900,7000
N00009869,G5210,2500
N00009869,G5250,5000
N00009869,G5270,10000
N00009869,G6100,2500
N00009869,G6400,0
N00009869,G6500,2500
N00009869,G7000,10000
N00009869,H1100,14000
N00009869,H1110,2000
N00009869,H1120,11000
N00009869,H1130,49500
N00009869,H1400,8500
N00009869,H1700,10500
N00009869,H1710,6000
N00009869,H1750,4500
N00009869,H2000,5000
N00009869,H2100,22100
N00009869,H2200,12500
N00009869,H3000,12466
N00009869,H3200,8000
N00009869,H3300,2500
N00009869,H3400,-1000
N00009869,H3700,11500
N00009869,H3900,1833
N00009869,H4000,4000
N00009869,H4100,38700
N00009869,H4200,2700
N00009869,H4300,37300
N00009869,H4400,8000
N00009869,H4500,10500
N00009869,H4600,2000
N00009869,J2200,154500
N00009869,J2400,1200
N00009869,J5100,5000
N00009869,J6100,861
N00009869,J6200,2000
N00009869,J9000,1000
N00009869,K1000,23880
N00009869,K1200,15500
N00009869,K2000,5500
N00009869,LE100,1000
N00009869,LT000,1000
N00009869,LT100,6500
N00009869,M1000,13500
N00009869,M1300,700
N00009869,M1500,1000
N00009869,M2100,1000
N00009869,M2300,9000
N00009869,M3000,2500
N00009869,M3200,5000
N00009869,M3300,3500
N00009869,M3500,0
N00009869,M4300,2500
N00009869,M5300,-1125
N00009869,M7100,1000
N00009869,M9000,3500
N00009869,T1100,-3500
N00009869,T1200,5000
N00009869,T2100,5000
N00009869,T2200,5000
N00009869,T2300,5000
N00009869,T2500,5000
N00009869,T3100,4000
N00009869,T3200,1000
N00009869,T4100,1000
N00009869,T5100,7500
N00009869,T5200,3000
N00009869,T6200,0
N00009869,T6250,4000
N00009869,T7000,-400
N00009869,T7100,6500
N00009869,T9000,1500
N00009869,T9100,9000
N00009869,T9300,5000
N00009869,Y0000,1000
N00009869,Z9600,92000
N00009888,A4500,4000
N00009888,A5000,2500
N00009888,C2600,1000
N00009888,C4100,2000
N00009888,C5110,1000
N00009888,C5130,2000
N00009888,C6200,2500
N00009888,D2000,2500
N00009888,D3000,2000
N00009888,D5000,1000
N00009888,D9000,2500
N00009888,E1160,1500
N00009888,E1320,1000
N00009888,E1700,2500
N00009888,F0000,1000
N00009888,F1400,2500
N00009888,F1410,1000
N00009888,F2100,4000
N00009888,F2500,-1500
N00009888,F3100,2500
N00009888,F3200,14000
N00009888,F3300,3500
N00009888,F5200,2500
N00009888,G2810,2000
N00009888,G2900,0
N00009888,G4200,2500
N00009888,G4500,1000
N00009888,G4800,2000
N00009888,G4900,2000
N00009888,H1100,1000
N00009888,H1130,15000
N00009888,H1400,3500
N00009888,H1750,1000
N00009888,H2100,1000
N00009888,H3400,1000
N00009888,H3700,3500
N00009888,H4100,10000
N00009888,H4300,18000
N00009888,H4400,10000
N00009888,H4500,3700
N00009888,H4600,0
N00009888,H5300,8500
N00009888,J6100,861
N00009888,J6200,-2000
N00009888,K1000,9500
N00009888,K1200,2500
N00009888,L1400,2500
N00009888,M1300,2000
N00009888,M2200,1000
N00009888,M2300,3000
N00009888,M3300,2000
N00009888,M6000,2500
N00009888,T5100,1000
N00009888,T7000,1000
N00009888,T7100,2000
N00009888,T9100,5000
N00009888,X4000,3000
N00009888,Z9600,2000
N00009918,A1200,5000
N00009918,A2000,1500
N00009918,A3100,100
N00009918,A4000,1000
N00009918,A4500,1000
N00009918,C1100,1000
N00009918,C2000,1000
N00009918,C2100,6000
N00009918,C2600,1000
N00009918,C4100,1000
N00009918,C4500,2500
N00009918,C6300,2000
N00009918,D2000,3000
N00009918,D3000,4000
N00009918,E1170,2500
N00009918,E1500,500
N00009918,E4200,1000
N00009918,F1100,1000
N00009918,F2100,2000
N00009918,F2600,5000
N00009918,G6400,5000
N00009918,H1100,2500
N00009918,H3000,2000
N00009918,JE300,1000
N00009918,K1000,8500
N00009918,K2000,1000
N00009918,L1200,2500
N00009918,LT100,2000
N00009918,M3200,1000
N00009918,T1100,2000
N00009918,T9000,1000
N00009920,A1100,2500
N00009920,A1500,1000
N00009920,C4100,0
N00009920,D2000,5000
N00009920,D8000,0
N00009920,F1100,-1000
N00009920,F2100,-3000
N00009920,F3300,-5000
N00009920,F3400,0
N00009920,F4600,2500
N00009920,G2300,5000
N00009920,H3700,2500
N00009920,H4600,0
N00009920,J6100,861
N00009920,J6200,-2000
N00009920,K1000,5000
N00009920,T1100,4500
N00009920,T1300,0
N00009920,T1500,0
N00009920,T7100,500
N00009926,A1200,20000
N00009926,A1300,4000
N00009926,A1400,13500
N00009926,A2000,1000
N00009926,A3000,1500
N00009926,A4000,2500
N00009926,A4100,1000
N00009926,A4500,1000
N00009926,A5000,1000
N00009926,A5200,3500
N00009926,B1000,14000
N00009926,B3000,2500
N00009926,B3400,5000
N00009926,B4000,9500
N00009926,B5100,12000
N00009926,B6000,100
N00009926,C1100,5500
N00009926,C2000,3000
N00009926,C2100,12500
N00009926,C2200,4975
N00009926,C2400,3000
N00009926,C4000,2500
N00009926,C4100,13000
N00009926,C4300,6500
N00009926,C4400,4000
N00009926,C4500,36000
N00009926,C4600,5000
N00009926,C5000,8000
N00009926,C5110,9500
N00009926,C5120,10500
N00009926,C5130,7500
N00009926,C5200,3500
N00009926,C5400,2000
N00009926,C6200,3500
N00009926,C6300,3000
N00009926,C6400,7500
N00009926,D0000,2000
N00009926,D2000,32500
N00009926,D3000,31500
N00009926,D4000,4000
N00009926,D5000,3000
N00009926,D6000,6000
N00009926,D8000,2500
N00009926,D9000,7000
N00009926,E1220,2500
N00009926,E1300,4500
N00009926,E1500,500
N00009926,E1600,1000
N00009926,E1610,5000
N00009926,E1620,4700
N00009926,E3000,4500
N00009926,E4100,500
N00009926,E4200,2500
N00009926,F0000,8000
N00009926,F1000,7500
N00009926,F1100,23500
N00009926,F1200,5000
N00009926,F1300,10000
N00009926,F1400,8000
