"Cand_ID";"ideology";"Amt";"Cand_name";"party"
"N00001093";"F2400";2000.0;" Charles E Schumer (D) ";" D "
"N00001093";"F3100";4000.0;" Charles E Schumer (D) ";" D "
"N00001093";"F3200";2500.0;" Charles E Schumer (D) ";" D "
"N00001093";"F3300";2500.0;" Charles E Schumer (D) ";" D "
"N00001093";"F3400";-5000.0;" Charles E Schumer (D) ";" D "
"N00001093";"F5200";-2500.0;" Charles E Schumer (D) ";" D "
"N00001093";"G2300";2500.0;" Charles E Schumer (D) ";" D "
"N00001093";"G2810";5000.0;" Charles E Schumer (D) ";" D "
"N00001093";"G2900";7500.0;" Charles E Schumer (D) ";" D "
"N00001093";"G4900";-2500.0;" Charles E Schumer (D) ";" D "
"N00001093";"H1710";2500.0;" Charles E Schumer (D) ";" D "
"N00001093";"H4300";4000.0;" Charles E Schumer (D) ";" D "
"N00001093";"H4400";5000.0;" Charles E Schumer (D) ";" D "
"N00001093";"J7500";3000.0;" Charles E Schumer (D) ";" D "
"N00001093";"K1200";0.0;" Charles E Schumer (D) ";" D "
"N00001093";"LB100";10000.0;" Charles E Schumer (D) ";" D "
"N00001093";"LT600";1000.0;" Charles E Schumer (D) ";" D "
"N00001093";"M2200";2000.0;" Charles E Schumer (D) ";" D "
"N00001093";"T2100";1000.0;" Charles E Schumer (D) ";" D "
"N00001093";"T7100";-500.0;" Charles E Schumer (D) ";" D "
"N00001093";"X4000";1000.0;" Charles E Schumer (D) ";" D "
"N00001955";"A1200";19000.0;" Ben Cardin (D) ";" D "
"N00001955";"A4000";2500.0;" Ben Cardin (D) ";" D "
"N00001955";"A4100";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"B1000";7500.0;" Ben Cardin (D) ";" D "
"N00001955";"B3000";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"B3400";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"B4000";26125.0;" Ben Cardin (D) ";" D "
"N00001955";"B5100";3500.0;" Ben Cardin (D) ";" D "
"N00001955";"C2000";6000.0;" Ben Cardin (D) ";" D "
"N00001955";"C2100";6500.0;" Ben Cardin (D) ";" D "
"N00001955";"C2200";4000.0;" Ben Cardin (D) ";" D "
"N00001955";"C2400";6000.0;" Ben Cardin (D) ";" D "
"N00001955";"C4100";3000.0;" Ben Cardin (D) ";" D "
"N00001955";"C4500";1500.0;" Ben Cardin (D) ";" D "
"N00001955";"C5000";500.0;" Ben Cardin (D) ";" D "
"N00001955";"C5110";1000.0;" Ben Cardin (D) ";" D "
"N00001955";"C5120";4500.0;" Ben Cardin (D) ";" D "
"N00001955";"C5130";2500.0;" Ben Cardin (D) ";" D "
"N00001955";"C6300";2500.0;" Ben Cardin (D) ";" D "
"N00001955";"C6400";2500.0;" Ben Cardin (D) ";" D "
"N00001955";"D2000";46000.0;" Ben Cardin (D) ";" D "
"N00001955";"D3000";13000.0;" Ben Cardin (D) ";" D "
"N00001955";"D4000";1000.0;" Ben Cardin (D) ";" D "
